fold,kpx_group_1,kpx_group_2,kpx_group_3,score
2024-01,0.623235356957611,0.657035311068434,0.5714541562133268,0.6172416080797906
2024-03,0.6278230767962866,0.6609110650270705,0.5969416341071307,0.6285585919768293
2024-05,0.6225462220921147,0.6577639688709993,0.6018208990601444,0.6273770300077528
2024-07,0.6286637562378647,0.6833708015529715,0.5999986410494815,0.6373443996134392
2024-09,0.6599726050647557,0.6305171823016826,0.6403472876542109,0.6436123583402164
2024-11,0.6545278785771986,0.6674788567930426,0.61079162571018,0.6442661203601404
