fold,kpx_group_1_score,kpx_group_1_1nmae,kpx_group_1_ficr,kpx_group_1_n,kpx_group_2_score,kpx_group_2_1nmae,kpx_group_2_ficr,kpx_group_2_n,kpx_group_3_score,kpx_group_3_1nmae,kpx_group_3_ficr,kpx_group_3_n,score
2024-01,0.6286431601753844,0.8719832143311336,0.3853031060196351,724,0.6515130197263288,0.8501201535417728,0.45290588591088465,767,0.5404110739286349,0.8468503610900178,0.233971786767252,776,0.6068557512767826
2024-03,0.5960762398656372,0.8769139975202944,0.31523848221097994,959,0.6581064922191663,0.8758755918075131,0.4403373926308195,942,0.5393214139343692,0.8445759631091416,0.2340668647595968,852,0.5978347153397242
2024-05,0.6105380322548537,0.8757917786601975,0.3452842858495099,864,0.6360138870657207,0.8791671122881345,0.392860661843307,871,0.5643062557787932,0.8645332941783072,0.26407921737927925,780,0.6036193916997893
2024-07,0.5964874306729857,0.863205649276306,0.32976921206966525,786,0.6769836634048421,0.8793244400282628,0.4746428867814213,764,0.5614053260511159,0.8512647891648014,0.2715458629374305,713,0.6116254733763146
2024-09,0.6181048839327865,0.8870139098533906,0.34919585801218234,625,0.6095136204438767,0.8804716624904062,0.3385555783973471,618,0.5617226717501304,0.8652038782392198,0.2582414652610409,490,0.5964470587089311
2024-11,0.6268063696569548,0.882049129471974,0.37156360984193554,1032,0.6322225091465669,0.8779536314017082,0.3864913868914255,1015,0.6147712383583188,0.8669783750120121,0.3625641017046255,956,0.6246000390539469
