fold,kpx_group_1,kpx_group_2,kpx_group_3,score
2024-01,0.6236627482446082,0.6671593834829022,0.577502260600206,0.6227747974425721
2024-03,0.6305536501158396,0.6755078738177871,0.5983497656748036,0.6348037632028102
2024-05,0.6252463191113575,0.6497563889877469,0.6072207211501292,0.6274078097497445
2024-07,0.6256494401390157,0.6781376395629038,0.5994680975793327,0.6344183924270841
2024-09,0.6534898961669696,0.6328434523220534,0.6316877956344534,0.6393403813744921
2024-11,0.6548586681150126,0.6627342358442128,0.6032069478767383,0.6402666172786545
