fold,kpx_group_1_v2b,kpx_group_1_v2a,kpx_group_2_v2b,kpx_group_2_v2a,kpx_group_3_v2b,kpx_group_3_v2a,score_v2a,score_v2b
2024-01,0.6317462900182982,0.6310284221616221,0.6655245777410757,0.646901330706535,0.5703433150694367,0.5613085575825374,0.6130794368168981,0.6225380609429368
2024-03,0.6264889959621339,0.6120237151547977,0.6569637105027878,0.6744426401599412,0.5837086171986053,0.5556381097314422,0.6140348216820604,0.6223871078878424
2024-05,0.624150347265097,0.6190479061818578,0.6511658838085076,0.6600253218572554,0.5959285730979946,0.5788232322815455,0.6192988201068862,0.6237482680571997
2024-07,0.6235761230665051,0.6161861493113827,0.6715965035517306,0.6835398469781557,0.5902023517841534,0.5638664869985266,0.621197494429355,0.6284583261341297
2024-09,0.6611538182503749,0.6646849933627091,0.628518896094638,0.639338821883292,0.6220441124841113,0.6027570950055525,0.6355936367505179,0.6372389422763747
2024-11,0.6482009314715758,0.632950035744447,0.6545518122408808,0.6523218836270192,0.6028106899049094,0.6213912790151455,0.6355543994622038,0.6351878112057886
