fold,b_used,kpx_group_1_A,kpx_group_2_A,kpx_group_3_A,score_A,score_B,score_AB,kpx_group_1_B,kpx_group_1_AB,kpx_group_2_B,kpx_group_2_AB,kpx_group_3_B,kpx_group_3_AB
2024-01,False,0.6317462900182982,0.6655245777410757,0.5703433150694367,0.6225380609429368,,,,,,,,
2024-03,False,0.6264889959621339,0.6569637105027878,0.5837086171986053,0.6223871078878424,,,,,,,,
2024-05,False,0.624150347265097,0.6511658838085076,0.5959285730979946,0.6237482680571997,,,,,,,,
2024-07,True,0.6235761230665051,0.6715965035517306,0.5902023517841534,0.6284583261341297,0.5569527073909416,0.6049717647902989,0.5925804450778681,0.6172822860893611,0.5690885985463249,0.667160891835384,0.5091890785486316,0.5304721164461516
2024-09,True,0.6611538182503749,0.628518896094638,0.6220441124841113,0.6372389422763747,0.638520835305972,0.6456489038436626,0.6431739483145104,0.6579013576963023,0.612760857629165,0.6296511454434982,0.6596276999742408,0.6493942083911872
2024-11,True,0.6482009314715758,0.6545518122408808,0.6028106899049094,0.6351878112057886,0.5979396362752066,0.6210890241205287,0.6174266413681312,0.6351486015823563,0.5323940112514318,0.5971848195179921,0.643998256206057,0.6309336512612376
